Ensembl_ID	Phase	Gene_Name	Normalized_Values
ENSMUSG00000031360	12.2	Ctps2	25,9,47,33,100,40,3,0
ENSMUSG00000020190	12.2	Mknk2	5,0,27,84,100,47,34,32
ENSMUSG00000056148	12.2	Rdh9	12,0,42,84,100,67,46,5
ENSMUSG00000079936	12.3	AC155937.1	8,20,26,73,80,100,0,8
ENSMUSG00000074738	12.3	B930041F14Rik	6,0,63,46,100,74,33,1
ENSMUSG00000050520	12.3	Cldn8	0,58,21,75,74,100,53,30
ENSMUSG00000027253	12.3	Lrp4	3,0,31,82,100,58,26,5
ENSMUSG00000025078	12.3	Nhlrc2	0,0,25,97,100,56,30,10
ENSMUSG00000037111	12.3	Setd7	0,2,54,51,59,100,66,50
ENSMUSG00000036863	12.3	Syde2	11,0,26,78,100,30,49,0
ENSMUSG00000024905	12.4	Mtl5	0,1,23,57,100,31,10,18
ENSMUSG00000029629	12.4	Phf14	0,5,24,57,100,18,26,18
ENSMUSG00000026839	12.4	Upp2	11,0,26,100,92,31,35,29
ENSMUSG00000036591	12.5	Arhgap21	0,9,13,81,100,42,34,16
ENSMUSG00000029708	12.5	Gcc1	0,26,46,49,78,100,54,25
ENSMUSG00000027397	12.5	Slc20a1	26,0,36,100,74,79,36,16
ENSMUSG00000034320	12.5	Slc26a2	4,24,12,100,56,94,32,0
ENSMUSG00000047963	12.5	Stbd1	29,0,53,100,86,66,58,27
ENSMUSG00000075327	12.5	Zbtb2	0,18,37,72,100,76,33,32
ENSMUSG00000006471	12.6	Ndor1	0,17,29,35,100,66,34,20
ENSMUSG00000019189	12.6	Rnf145	21,0,37,87,100,76,30,3
ENSMUSG00000041483	12.6	Zfp281	19,0,33,100,96,56,65,47
ENSMUSG00000020472	12.6	Zkscan17	8,6,52,45,69,100,0,10
ENSMUSG00000027245	12.7	2310003F16Rik	39,0,36,100,59,72,20,0
ENSMUSG00000050549	12.7	5730508B09Rik	0,3,44,63,100,73,57,8
ENSMUSG00000036208	12.7	BC027231	1,0,33,51,100,47,44,29
ENSMUSG00000030103	12.7	Bhlhe40	22,0,53,100,98,89,45,56
ENSMUSG00000025077	12.7	Dclre1a	0,3,33,100,90,91,44,41
ENSMUSG00000009406	12.7	Elk1	20,0,61,47,100,80,89,75
ENSMUSG00000024665	12.7	Fads2	10,0,30,74,100,32,36,12
ENSMUSG00000038893	12.7	Fam117a	0,21,23,45,100,53,49,52
ENSMUSG00000023243	12.7	Kcnk5	3,0,18,92,100,60,36,56
ENSMUSG00000028957	12.7	Per3	4,0,23,100,66,62,63,20
ENSMUSG00000005514	12.7	Por	3,0,30,61,100,55,33,26
ENSMUSG00000074040	12.8	9330120H11Rik	0,5,26,82,100,80,22,12
ENSMUSG00000032500	12.8	Dclk3	0,0,32,99,32,100,80,3
ENSMUSG00000038578	12.8	RP23-286H14.1	20,0,43,65,100,49,36,24
ENSMUSG00000048218	12.9	Amigo2	12,0,55,43,65,100,39,5
ENSMUSG00000026576	12.9	Atp1b1	19,0,27,85,100,52,31,17
ENSMUSG00000042148	12.9	Cox10	15,0,55,100,95,94,68,55
ENSMUSG00000020538	12.9	Srebf1	0,9,13,100,87,97,48,19
ENSMUSG00000082677	13.0	AC087801.3	10,0,24,87,100,61,45,37
ENSMUSG00000037593	13.0	BC030499	44,0,64,63,100,54,33,16
ENSMUSG00000025578	13.0	Cbx8	51,0,82,88,100,84,80,28
ENSMUSG00000052040	13.0	Klf13	0,4,14,100,95,76,66,5
ENSMUSG00000031149	13.0	Praf2	14,5,7,100,70,60,0,8
ENSMUSG00000039917	13.0	Rhbdd2	0,4,38,48,100,79,20,33
ENSMUSG00000020580	13.0	Rock2	5,2,12,45,100,23,12,0
ENSMUSG00000023051	13.0	Tarbp2	13,0,54,56,100,79,29,50
ENSMUSG00000005465	13.1	Il27ra	1,2,0,81,47,100,81,75
ENSMUSG00000020102	13.1	Slc16a7	18,0,37,88,100,95,37,7
ENSMUSG00000028542	13.1	Slc6a9	24,13,43,39,100,60,36,0
ENSMUSG00000080683	13.1	SNORD88	11,0,50,73,93,100,95,77
ENSMUSG00000074607	13.1	Tox2	2,1,40,26,100,77,0,3
ENSMUSG00000032010	13.1	Usp2	2,0,7,89,100,47,28,18
ENSMUSG00000078914	13.2	AC156572.2	9,0,47,74,90,100,74,78
ENSMUSG00000075393	13.2	AC162693.1	4,0,41,19,100,42,49,1
ENSMUSG00000050627	13.2	Gpd1l	22,0,28,100,92,55,86,24
ENSMUSG00000026650	13.2	Meig1	21,8,46,70,85,100,0,38
ENSMUSG00000019982	13.2	Myb	0,28,47,29,100,74,86,33
ENSMUSG00000031016	13.2	Wee1	4,0,9,100,80,63,69,21
ENSMUSG00000032849	13.3	Abcc4	9,0,21,66,100,59,42,7
ENSMUSG00000031545	13.3	Agpat6	16,0,37,59,100,59,32,25
ENSMUSG00000062563	13.3	Cys1	11,0,32,51,62,100,14,6
ENSMUSG00000048916	13.4	AC113279.1	33,0,72,66,70,100,76,35
ENSMUSG00000032418	13.4	Me1	14,0,30,67,100,63,83,17
ENSMUSG00000042978	13.4	Sbk1	20,0,32,97,61,100,57,41
ENSMUSG00000078667	13.5	1700094D03Rik	6,0,30,51,54,100,23,17
ENSMUSG00000059479	13.5	B3gnt8	4,0,48,46,68,81,100,19
ENSMUSG00000024277	13.5	Mapre2	2,0,31,54,100,91,51,18
ENSMUSG00000078201	13.5	Tmem203	0,3,34,30,100,60,46,15
ENSMUSG00000030244	13.6	Gys2	10,0,22,92,100,83,34,31
ENSMUSG00000020893	13.6	Per1	15,0,17,66,100,37,32,27
ENSMUSG00000010936	13.6	Vac14	0,12,28,62,95,100,51,53
ENSMUSG00000044676	13.6	Zfp612	9,0,43,43,68,100,36,43
ENSMUSG00000025981	13.7	Coq10b	15,0,5,73,100,34,25,12
ENSMUSG00000021228	13.8	Acot3	0,14,5,62,100,84,42,9
ENSMUSG00000027086	13.8	Fastkd1	31,0,30,100,81,67,70,32
ENSMUSG00000022353	13.8	Mtss1	11,0,14,76,79,100,25,19
ENSMUSG00000030089	13.8	Slc41a3	30,0,64,46,94,100,29,31
ENSMUSG00000052392	13.9	Acot4	38,0,49,100,90,86,93,51
ENSMUSG00000061313	14.0	Ddhd2	0,1,10,39,100,60,46,9
ENSMUSG00000031608	14.0	Galnt7	5,0,16,67,62,100,51,14
ENSMUSG00000053846	14.0	Lipg	15,0,18,58,100,53,17,10
ENSMUSG00000009378	14.0	Slc16a12	4,0,12,67,100,59,60,21
ENSMUSG00000030515	14.0	Tarsl2	31,0,32,44,100,40,21,7
ENSMUSG00000008686	14.0	Zfp422-rs1	20,0,43,54,100,98,31,51
ENSMUSG00000001436	14.1	Slc19a1	10,3,0,72,100,60,25,29
ENSMUSG00000025747	14.1	Tyms	26,0,17,82,100,92,15,37
ENSMUSG00000086914	14.2	AC158384.4	37,0,48,63,100,62,76,51
ENSMUSG00000068740	14.2	Celsr2	16,0,45,13,100,60,59,9
ENSMUSG00000029597	14.2	Sds	15,0,10,61,100,63,2,33
ENSMUSG00000018965	14.2	Ywhah	6,1,0,19,32,66,71,100
ENSMUSG00000048012	14.2	Zfp473	0,10,11,23,100,47,47,29
ENSMUSG00000042215	14.3	Bag2	36,0,37,90,100,95,44,64
ENSMUSG00000011263	14.3	Exoc3l2	6,10,0,62,56,100,12,24
ENSMUSG00000029822	14.3	Osbpl3	59,0,60,100,94,89,43,38
ENSMUSG00000023905	14.3	Tnfrsf12a	49,0,62,88,67,100,83,19
ENSMUSG00000039990	14.4	2700050L05Rik	50,0,45,100,79,88,54,37
ENSMUSG00000041878	14.4	8430432A02Rik	0,9,11,58,62,100,56,29
ENSMUSG00000029330	14.4	Cds1	15,0,37,21,81,100,3,4
ENSMUSG00000027765	14.4	P2ry1	21,0,26,49,100,55,41,19
ENSMUSG00000000791	14.5	Il12rb1	21,0,26,62,81,100,47,22
ENSMUSG00000004612	14.5	Nkg7	1,0,16,33,73,100,14,25
ENSMUSG00000029406	14.5	Pitpnm2	34,0,48,81,75,100,98,26
ENSMUSG00000035969	14.5	Rusc2	19,0,31,49,56,85,100,69
ENSMUSG00000046230	14.5	Vps13a	12,4,0,79,100,61,77,31
ENSMUSG00000038859	14.6	Baiap2l1	35,0,43,69,58,100,62,58
ENSMUSG00000041237	14.6	Pklr	5,0,9,28,100,50,22,19
ENSMUSG00000021451	14.6	Sema4d	0,8,18,12,94,100,4,2
ENSMUSG00000072494	14.7	AC116591.1	11,0,25,56,79,100,50,48
ENSMUSG00000081792	14.7	AL611930.4	0,11,28,11,100,76,70,12
ENSMUSG00000074802	14.7	Gas2l3	0,9,2,45,100,84,49,38
ENSMUSG00000031700	14.7	Gpt2	20,0,15,63,100,59,55,56
ENSMUSG00000065094	14.7	snoR38	22,14,5,64,96,100,0,11
ENSMUSG00000085139	14.8	AL713894.1	0,18,7,18,100,72,51,47
ENSMUSG00000035021	14.8	Baz1a	52,0,51,62,100,57,46,18
ENSMUSG00000017561	14.8	Crlf3	52,0,70,67,88,100,66,35
ENSMUSG00000003477	14.8	Inmt	46,0,38,90,100,94,51,60
ENSMUSG00000026064	14.8	Ptp4a1	35,0,7,98,100,67,80,22
ENSMUSG00000001313	14.8	Rnd2	44,0,51,74,83,95,100,2
ENSMUSG00000053604	14.8	Rpia	3,33,0,44,100,98,33,8
ENSMUSG00000024042	14.8	Sik1	24,17,0,90,73,100,71,77
ENSMUSG00000075285	14.9	AC154608.1	3,15,0,42,100,48,93,25
ENSMUSG00000027170	14.9	Eif3m	63,0,62,74,100,76,66,34
ENSMUSG00000024955	14.9	Esrra	18,0,32,42,58,100,32,50
ENSMUSG00000005251	14.9	Ripk4	15,0,12,69,52,100,56,33
ENSMUSG00000082209	15.0	AL646054.2	20,44,0,72,96,100,48,43
ENSMUSG00000005547	15.0	Cyp2a5	12,0,19,48,100,92,53,29
ENSMUSG00000021789	15.0	Sftpa1	9,33,13,51,70,100,75,0
ENSMUSG00000078768	15.0	Zfp566	3,0,1,37,73,100,11,29
ENSMUSG00000046791	15.1	2410016O06Rik	32,0,36,43,100,95,29,35
ENSMUSG00000029843	15.1	Slc13a4	0,9,32,25,52,100,96,11
ENSMUSG00000008035	15.2	Mid1ip1	18,0,24,44,53,100,42,28
ENSMUSG00000040675	15.2	Mthfd1l	0,2,5,24,69,100,35,11
ENSMUSG00000071041	15.3	AC122514.2	11,15,0,26,43,81,88,100
ENSMUSG00000071551	15.3	Akr1c19	35,0,24,57,100,78,50,33
ENSMUSG00000081021	15.3	AL669935.1	45,0,54,59,90,100,79,7
ENSMUSG00000044345	15.3	Marveld1	18,3,0,67,100,94,64,32
ENSMUSG00000039457	15.3	Ppl	2,3,0,29,65,100,23,0
ENSMUSG00000034930	15.3	Rtkn	29,1,0,91,100,60,91,24
ENSMUSG00000031709	15.3	Tbc1d9	4,8,0,47,39,100,36,5
ENSMUSG00000035011	15.3	Zbtb7a	31,0,48,39,77,100,52,24
ENSMUSG00000044548	15.4	Dact1	25,7,28,30,100,87,42,0
ENSMUSG00000080352	15.4	SNORD88	9,0,25,29,26,72,100,64
ENSMUSG00000037989	15.4	Wnk2	0,2,1,22,68,100,22,40
ENSMUSG00000041220	15.5	Elovl6	8,18,0,36,100,89,57,9
ENSMUSG00000056091	15.5	St3gal5	32,0,31,54,100,95,63,44
ENSMUSG00000066944	15.6	4921513D11Rik	20,7,0,59,86,66,100,36
ENSMUSG00000086869	15.6	AC154483.3	25,31,0,76,79,100,76,3
ENSMUSG00000082932	15.6	AL807390.2	14,38,0,38,100,78,49,9
ENSMUSG00000046532	15.6	Ar	48,0,38,64,100,90,76,70
ENSMUSG00000023087	15.6	Ccrn4l	10,0,0,25,100,73,24,16
ENSMUSG00000032788	15.6	Pdxk	20,17,0,55,100,80,42,35
ENSMUSG00000023846	15.6	Riok2	23,7,0,54,100,49,37,37
ENSMUSG00000006442	15.6	Srm	19,20,0,47,85,100,28,12
ENSMUSG00000005267	15.6	Zfp287	5,0,4,28,66,100,39,56
ENSMUSG00000034647	15.7	Ankrd12	14,0,18,37,69,100,71,18
ENSMUSG00000048482	15.7	Bdnf	21,0,25,56,51,100,86,24
ENSMUSG00000022667	15.7	Cd200r1	37,0,41,40,69,100,28,12
ENSMUSG00000066621	15.7	Tecpr1	21,3,0,40,100,51,25,16
ENSMUSG00000039634	15.7	Zfp189	24,0,29,50,60,100,79,31
ENSMUSG00000029482	15.8	Aacs	6,0,0,14,95,100,19,18
ENSMUSG00000032332	15.8	Col12a1	0,1,0,4,22,79,66,100
ENSMUSG00000041550	15.8	Serpina5	18,35,0,36,56,100,69,91
ENSMUSG00000055849	16.0	AL645533.1	4,4,27,0,55,100,61,47
ENSMUSG00000020572	16.0	Nampt	15,0,1,34,100,94,51,26
ENSMUSG00000034575	16.0	Pols	36,0,27,54,53,100,53,22
ENSMUSG00000039157	16.1	Fam102a	44,0,25,49,86,100,39,18
ENSMUSG00000035329	16.1	Fbxo33	43,0,31,54,98,100,95,60
ENSMUSG00000037606	16.1	Osbpl5	23,3,1,52,69,100,46,0
ENSMUSG00000067825	16.1	Pex26	50,0,58,34,95,100,55,28
ENSMUSG00000025813	16.2	Homer2	27,0,17,38,91,100,66,42
ENSMUSG00000059970	16.2	Hspa2	21,0,17,51,60,84,100,24
ENSMUSG00000067001	16.2	Serpinb7	12,6,0,34,44,100,41,8
ENSMUSG00000049580	16.2	Tsku	22,0,3,27,100,74,51,40
ENSMUSG00000078495	16.3	RP23-282C23.1	2,17,0,6,26,69,65,100
ENSMUSG00000019966	16.4	Kitl	32,0,25,42,77,60,100,27
ENSMUSG00000041417	16.4	Pik3r1	38,0,20,33,100,68,45,1
ENSMUSG00000027304	16.4	Rtf1	31,0,26,32,83,100,63,37
ENSMUSG00000083892	16.5	AL671922.2	20,24,2,37,64,100,48,0
ENSMUSG00000040170	16.5	Fmo2	35,0,26,39,90,100,70,36
ENSMUSG00000047822	16.5	Gm6484	11,0,14,8,53,100,24,21
ENSMUSG00000032114	16.5	Slc37a4	26,12,0,41,82,100,46,16
ENSMUSG00000022218	16.5	Tgm1	16,0,10,19,67,100,35,22
ENSMUSG00000042834	16.6	D0H4S114	25,0,9,12,100,74,17,26
ENSMUSG00000072944	16.6	Nup62cl	45,0,19,51,100,85,82,65
ENSMUSG00000003134	16.6	Tbc1d8	31,0,10,27,100,67,38,26
ENSMUSG00000035686	16.6	Thrsp	22,6,0,25,91,100,62,57
ENSMUSG00000035049	16.7	Rrp12	33,0,0,37,86,100,36,33
ENSMUSG00000045775	16.7	Slc16a5	10,0,4,26,35,100,58,11
ENSMUSG00000028088	16.8	Fmo5	14,18,0,24,66,100,68,46
ENSMUSG00000020823	16.8	Sec14l1	25,13,2,39,41,100,36,0
ENSMUSG00000031431	16.8	Tsc22d3	30,12,0,38,60,85,95,100
ENSMUSG00000027387	16.8	Zc3h8	51,0,26,49,100,75,55,43
ENSMUSG00000037847	16.9	BC016495	32,0,3,29,100,80,57,44
ENSMUSG00000055866	16.9	Per2	14,0,2,25,49,100,45,24
ENSMUSG00000010342	16.9	Tex14	21,1,0,8,34,50,57,100
ENSMUSG00000024190	17.0	Dusp1	28,33,0,39,86,62,100,54
ENSMUSG00000024222	17.0	Fkbp5	24,0,9,16,96,100,63,27
ENSMUSG00000022325	17.0	Pop1	29,0,26,42,37,100,98,52
ENSMUSG00000048647	17.1	Exd1	53,20,0,75,85,68,100,65
ENSMUSG00000025153	17.1	Fasn	12,8,0,24,48,100,62,29
ENSMUSG00000061458	17.1	Nol10	35,0,13,43,45,100,47,47
ENSMUSG00000023015	17.1	Racgap1	18,22,0,36,52,100,67,40
ENSMUSG00000026558	17.1	Uck2	70,0,42,65,76,100,78,80
ENSMUSG00000022211	17.2	Lrrc16b	31,0,0,40,65,100,78,1
ENSMUSG00000037348	17.2	Paqr7	18,2,0,30,30,100,46,18
ENSMUSG00000066438	17.3	3830431G21Rik	24,4,0,3,96,100,34,3
ENSMUSG00000045672	17.3	Col27a1	20,0,0,6,28,100,91,91
ENSMUSG00000028633	17.3	Ctps	29,12,0,33,51,100,60,62
ENSMUSG00000023963	17.3	Cyp39a1	24,0,2,19,66,100,74,50
ENSMUSG00000054115	17.3	Skp2	14,22,0,14,69,100,78,65
ENSMUSG00000008999	17.4	Bmp7	18,3,6,0,81,100,91,9
ENSMUSG00000023150	17.4	Ivns1abp	45,26,0,50,100,89,86,52
ENSMUSG00000030556	17.4	Lrrc28	27,9,0,32,66,100,78,36
ENSMUSG00000028261	17.4	Ndufaf4	37,26,0,47,75,100,58,41
ENSMUSG00000070544	17.5	Top1	47,2,0,50,67,100,37,38
ENSMUSG00000080836	17.6	AC158114.1	20,9,0,9,61,100,66,53
ENSMUSG00000038147	17.6	Cd84	34,0,11,45,33,100,87,33
ENSMUSG00000028240	17.6	Cyp7a1	60,0,21,50,80,94,100,61
ENSMUSG00000038370	17.6	Pcp4l1	21,0,7,12,43,100,57,23
ENSMUSG00000072572	17.6	Slc39a2	22,6,0,14,51,100,45,49
ENSMUSG00000026786	17.7	Apbb1ip	15,0,0,13,21,100,68,49
ENSMUSG00000022020	17.7	Naa16	76,0,33,57,85,100,75,41
ENSMUSG00000007207	17.7	Stx1a	44,17,2,30,71,100,40,0
ENSMUSG00000022070	17.8	6720463M24Rik	45,10,0,37,66,100,47,62
ENSMUSG00000028766	17.8	Alpl	19,7,0,27,30,100,95,32
ENSMUSG00000067071	17.8	Hes6	27,28,0,25,59,100,47,58
ENSMUSG00000041798	17.9	Gck	29,10,0,9,67,100,43,23
ENSMUSG00000030545	17.9	Pex11a	32,0,5,13,59,100,52,28
ENSMUSG00000073062	17.9	Zxdb	65,0,29,44,92,79,100,36
ENSMUSG00000036285	18.0	2610024G14Rik	31,8,0,4,70,100,62,64
ENSMUSG00000055178	18.0	AL672241.2	24,43,0,6,94,92,100,74
ENSMUSG00000020847	18.0	Rph3al	41,0,13,34,51,58,100,34
ENSMUSG00000019831	18.0	Wasf1	45,4,0,14,85,80,100,65
ENSMUSG00000087213	18.1	AC101915.2	36,12,0,20,20,100,52,87
ENSMUSG00000033917	18.1	Gde1	36,3,0,11,76,100,47,39
ENSMUSG00000032177	18.1	Pde4a	35,0,22,13,50,100,71,30
ENSMUSG00000028150	18.1	Rorc	37,11,0,14,34,72,100,98
ENSMUSG00000051671	18.2	1810063B05Rik	32,37,0,33,34,100,93,76
ENSMUSG00000087686	18.3	AC130216.1	33,29,0,24,36,38,100,89
ENSMUSG00000022856	18.3	Tmem41a	25,16,0,5,47,100,38,60
ENSMUSG00000056973	18.4	Ces3	70,0,15,30,71,82,98,100
ENSMUSG00000025277	18.5	Abhd6	31,19,4,0,65,100,65,58
ENSMUSG00000057913	18.5	AC154693.1	36,26,0,26,16,54,88,100
ENSMUSG00000032782	18.5	Cntrob	23,28,0,21,16,41,67,100
ENSMUSG00000021591	18.5	Glrx	33,28,0,24,46,100,74,45
ENSMUSG00000030004	18.5	Nat8	45,0,1,0,27,65,76,100
ENSMUSG00000018906	18.5	P4ha2	42,21,0,26,51,100,52,49
ENSMUSG00000079003	18.5	Samd1	38,0,7,16,25,100,67,19
ENSMUSG00000014980	18.5	Tsen15	58,6,0,28,32,57,78,100
ENSMUSG00000045942	18.6	BC049762	77,0,5,58,63,100,73,24
ENSMUSG00000039632	18.6	Ccdc151	33,2,7,0,20,100,67,77
ENSMUSG00000028453	18.6	Fancg	46,30,43,0,61,87,91,100
ENSMUSG00000025856	18.6	Pdgfa	49,8,0,24,60,100,54,16
ENSMUSG00000087118	18.7	AC129082.1	46,14,6,0,53,100,62,77
ENSMUSG00000027318	18.7	Adam33	37,16,0,24,53,56,100,35
ENSMUSG00000015451	18.7	C4a	29,18,0,2,27,45,49,100
ENSMUSG00000059939	18.8	9430015G10Rik	49,6,0,29,39,100,53,17
ENSMUSG00000029917	18.8	C130060K24Rik	40,22,40,0,42,66,96,100
ENSMUSG00000025931	18.8	Paqr8	36,12,19,0,19,59,60,100
ENSMUSG00000075862	19.0	5S_rRNA	50,7,0,38,22,100,86,38
ENSMUSG00000086877	19.0	AL671853.1	77,0,30,26,32,76,60,100
ENSMUSG00000048534	19.0	Amica1	28,21,0,20,25,79,100,26
ENSMUSG00000086374	19.1	AC114585.1	37,26,22,0,54,42,100,53
ENSMUSG00000072949	19.1	Acot1	49,0,20,12,15,67,100,60
ENSMUSG00000079494	19.1	Cml5	42,24,0,6,27,71,85,100
ENSMUSG00000046794	19.1	Ppp1r3b	58,17,0,1,55,95,100,93
ENSMUSG00000084159	19.2	AL772257.2	65,6,0,6,68,100,45,68
ENSMUSG00000022723	19.2	Crybg3	58,50,0,25,73,99,100,90
ENSMUSG00000004951	19.2	Hspb1	29,17,13,0,28,100,78,28
ENSMUSG00000042035	19.2	Igsf3	37,0,13,0,23,96,100,40
ENSMUSG00000043702	19.2	Pde12	63,28,0,30,64,100,70,50
ENSMUSG00000045087	19.2	S1pr5	35,25,0,13,25,100,67,32
ENSMUSG00000020108	19.3	Ddit4	29,15,1,0,11,40,57,100
ENSMUSG00000048149	19.3	RP23-478B14.1	60,27,0,8,86,89,100,10
ENSMUSG00000028362	19.3	Tnfsf8	67,9,0,8,31,56,62,100
ENSMUSG00000024145	19.4	Pigf	48,22,0,35,31,59,100,44
ENSMUSG00000054057	19.6	A930004D18Rik	42,5,2,0,0,100,54,55
ENSMUSG00000087438	19.6	AC148977.1	67,20,0,11,53,55,100,85
ENSMUSG00000037326	19.6	Solh	62,7,26,0,22,100,70,85
ENSMUSG00000048728	19.6	Zfp454	50,34,0,3,28,68,90,100
ENSMUSG00000024694	19.7	Keg1	87,32,0,29,87,100,63,71
ENSMUSG00000085929	19.8	AL772282.1	75,43,0,18,60,73,77,100
ENSMUSG00000025372	19.8	Baiap2	50,22,23,0,2,74,48,100
ENSMUSG00000031264	19.8	Btk	47,15,19,0,9,91,100,60
ENSMUSG00000084724	19.8	SSU_rRNA_5	56,33,17,0,44,53,96,100
ENSMUSG00000038543	19.9	BC028528	54,40,0,10,47,100,89,73
ENSMUSG00000079415	19.9	Cntf	61,7,0,12,25,100,53,35
ENSMUSG00000085151	20.0	AL591854.1	92,0,22,11,48,26,76,100
ENSMUSG00000072082	20.0	Ccnf	43,28,0,17,17,34,38,100
ENSMUSG00000030483	20.0	Cyp2b10	55,6,1,8,0,29,100,89
ENSMUSG00000079560	20.0	Hoxa3	48,1,0,0,0,31,19,100
ENSMUSG00000001270	20.1	Ckb	100,0,5,23,32,97,89,93
ENSMUSG00000078633	20.3	AC161053.1	64,5,0,1,0,64,100,67
ENSMUSG00000026348	20.3	Acmsd	40,40,0,3,0,52,65,100
ENSMUSG00000081718	20.3	BX572618.1	67,13,0,13,25,19,100,87
ENSMUSG00000060371	20.3	Caln1	92,31,20,0,65,100,90,71
ENSMUSG00000020038	20.3	Cry1	68,27,0,7,22,52,83,100
ENSMUSG00000037336	20.3	Gm1964	56,41,30,0,52,65,100,57
ENSMUSG00000016239	20.3	Lonrf3	66,33,0,16,40,77,100,41
ENSMUSG00000027339	20.3	Rassf2	51,33,5,0,14,55,100,75
ENSMUSG00000021645	20.3	Smn1	33,16,7,0,0,32,100,44
ENSMUSG00000043753	20.5	Dmrta1	67,6,39,0,2,33,100,85
ENSMUSG00000006154	20.5	Eps8l1	100,0,2,0,20,95,76,58
ENSMUSG00000029061	20.5	Mmp23	100,5,36,0,29,55,63,88
ENSMUSG00000025271	20.5	Pfkfb1	100,25,0,5,58,58,81,80
ENSMUSG00000046667	20.5	Rbm12b	56,33,14,0,22,100,54,66
ENSMUSG00000023259	20.5	Slc26a6	39,59,11,0,8,94,93,100
ENSMUSG00000025933	20.5	Tmem14a	65,9,12,8,0,43,29,100
ENSMUSG00000059975	20.5	Zfp74	76,18,0,19,3,43,20,100
ENSMUSG00000070392	20.6	Hist2h3c1	59,34,0,4,12,96,100,52
ENSMUSG00000031851	20.8	2310079N02Rik	70,51,0,27,11,71,37,100
ENSMUSG00000075472	20.8	AL593847.1	68,0,9,8,19,40,100,34
ENSMUSG00000040187	20.8	Arntl2	54,43,33,39,0,72,100,74
ENSMUSG00000022604	20.8	Cep97	95,42,5,0,78,100,86,55
ENSMUSG00000036968	20.8	Cnpy4	71,44,27,38,0,73,100,76
ENSMUSG00000022408	20.8	Fam83f	65,44,29,23,0,77,90,100
ENSMUSG00000027185	20.8	Nat10	39,68,17,18,0,65,94,100
ENSMUSG00000011179	20.8	Odc1	62,35,0,4,44,43,100,51
ENSMUSG00000079435	20.8	Rpl36a	95,20,62,0,59,75,100,76
ENSMUSG00000026249	20.8	Serpine2	73,25,6,0,9,25,75,100
ENSMUSG00000059842	20.8	Zfp341	42,36,2,0,4,100,86,37
ENSMUSG00000069564	21.0	C430014K11Rik	89,43,33,0,57,48,52,100
ENSMUSG00000041750	21.0	Cd1d2	52,55,8,0,41,17,68,100
ENSMUSG00000020648	21.0	Dus4l	100,47,0,37,34,60,51,79
ENSMUSG00000042826	21.0	Fgf11	93,29,35,29,0,87,66,100
ENSMUSG00000047246	21.0	Hist1h2be	100,12,28,1,0,48,44,90
ENSMUSG00000025757	21.0	Hspa4l	68,52,2,18,0,100,98,67
ENSMUSG00000047238	21.0	Mageh1	65,69,23,0,45,63,59,100
ENSMUSG00000079550	21.0	Mpp4	84,55,0,24,46,100,83,62
ENSMUSG00000078974	21.0	Sec61g	100,32,0,8,31,61,29,81
ENSMUSG00000024818	21.0	Slc25a45	93,55,14,0,48,57,48,100
ENSMUSG00000037243	21.0	Zfp692	67,56,0,26,4,58,57,100
ENSMUSG00000074282	21.0	Zfp94	100,25,0,19,18,97,89,52
ENSMUSG00000073733	21.2	6330545A04Rik	100,3,0,4,0,22,15,85
ENSMUSG00000086082	21.2	AC137525.2	100,46,0,35,27,10,67,94
ENSMUSG00000030302	21.2	Atp2b2	100,44,22,11,0,88,80,91
ENSMUSG00000041406	21.2	BC055324	55,39,59,0,0,75,100,86
ENSMUSG00000035455	21.2	Fignl1	100,53,0,37,44,97,72,62
ENSMUSG00000030357	21.2	Fkbp4	71,54,5,0,26,100,77,61
ENSMUSG00000030922	21.2	Lyrm1	50,30,0,4,4,13,17,100
ENSMUSG00000024479	21.2	Mal2	84,46,6,0,23,100,86,62
ENSMUSG00000048481	21.2	Mypop	81,35,22,0,40,48,100,66
ENSMUSG00000011305	21.2	Plin5	100,37,20,0,30,87,42,78
ENSMUSG00000038900	21.2	Rpl12	100,29,9,11,18,0,94,84
ENSMUSG00000036054	21.2	Sfrs14	93,62,27,0,48,59,90,100
ENSMUSG00000057425	21.2	Ugt2b37	57,48,4,0,25,29,100,75
ENSMUSG00000034800	21.2	Zfp661	86,27,3,0,6,100,53,60
ENSMUSG00000067879	21.4	3110035E14Rik	100,48,0,29,40,86,67,60
ENSMUSG00000073590	21.5	3222401L13Rik	63,80,0,22,8,58,78,100
ENSMUSG00000040729	21.5	AK129341	57,55,31,24,0,61,100,81
ENSMUSG00000016028	21.5	Celsr1	68,55,0,3,10,83,100,57
ENSMUSG00000029001	21.5	Fbxo44	81,61,36,42,0,88,76,100
ENSMUSG00000018102	21.5	Hist1h2bc	100,45,10,23,0,55,67,89
ENSMUSG00000026585	21.5	Kifap3	66,47,28,39,0,46,61,100
ENSMUSG00000018334	21.5	Ksr1	100,26,1,0,7,32,9,88
ENSMUSG00000062797	21.5	l7Rn6	58,61,12,0,12,49,51,100
ENSMUSG00000032184	21.5	Lysmd2	71,94,0,3,31,87,68,100
ENSMUSG00000026502	21.5	Pppde1	69,72,0,17,11,50,86,100
ENSMUSG00000028347	21.5	Tmeff1	94,61,45,0,55,88,100,79
ENSMUSG00000001228	21.5	Uhrf1	59,37,20,12,0,47,24,100
ENSMUSG00000079490	21.7	AC163298.1	100,23,19,27,25,0,60,97
